Rainfall_Settefrati,Temperature_Settefrati,Date,Flow_Rate_Madonna_di_Canneto
3.0,14.0,09/10/2013,287.1842157
1.4,13.15,10/10/2013,273.86665739999995
3.0,15.15,11/10/2013,273.7954125
1.0,14.75,12/10/2013,300.1609827
0.0,16.85,13/10/2013,291.36093
0.2,16.8,14/10/2013,274.34961089999996
0.0,15.8,15/10/2013,299.99189900000005
3.0,14.65,16/10/2013,273.7954125
0.0,14.25,17/10/2013,274.2687412
0.0,15.4,18/10/2013,222.63856030000002
0.0,15.7,19/10/2013,281.73234813333335
0.0,15.5,20/10/2013,262.22199596666667
0.0,17.4,21/10/2013,282.2620847
0.0,18.05,22/10/2013,275.9746119
0.0,17.55,23/10/2013,247.05257269999998
0.0,15.05,24/10/2013,241.35798105
0.0,17.05,25/10/2013,242.56005755
0.0,17.45,26/10/2013,274.8586989
0.0,15.7,27/10/2013,281.73234813333335
0.0,15.7,28/10/2013,281.73234813333335
0.0,17.25,29/10/2013,274.8093921
0.0,15.9,30/10/2013,287.62496984999996
0.0,15.75,31/10/2013,275.18257655
0.0,15.25,01/11/2013,240.29247055000002
0.4,13.6,02/11/2013,268.7119371
1.6,13.8,03/11/2013,294.4642793
4.3,14.95,04/11/2013,212.3904338
31.5,10.95,05/11/2013,274.2702618
0.0,11.5,06/11/2013,286.6539768333334
0.0,14.35,07/11/2013,238.95452886666666
0.2,13.55,08/11/2013,268.7119371
0.0,13.95,09/11/2013,227.6734397
40.4,10.85,10/11/2013,296.6075439
19.0,7.5,11/11/2013,226.94111580000003
15.0,10.15,12/11/2013,276.5574008
6.2,11.3,13/11/2013,276.94187410000006
4.2,12.5,14/11/2013,270.4436784
1.6,11.15,15/11/2013,274.0833288
0.0,12.3,16/11/2013,294.7356512
0.0,12.2,17/11/2013,287.877428
0.0,10.95,18/11/2013,248.01801863333336
54.1,10.35,19/11/2013,296.6075439
25.6,7.9,20/11/2013,296.6075439
11.6,6.35,21/11/2013,216.111071
33.4,5.85,22/11/2013,284.6511823
22.4,3.75,23/11/2013,275.9887048
0.6,4.7,24/11/2013,296.6075439
0.0,4.8,25/11/2013,285.1529731
2.0,-0.15,26/11/2013,296.60754390000005
2.0,0.75,27/11/2013,288.9780702
0.6,0.8,28/11/2013,282.38807030000004
0.0,5.35,29/11/2013,296.6075439
0.0,5.5,30/11/2013,295.62162915
4.8,9.8,01/12/2013,191.8933704
24.0,10.8,02/12/2013,286.4090661
0.0,8.1,03/12/2013,296.6075439
0.0,7.05,04/12/2013,296.6075439
0.0,6.85,05/12/2013,295.30245164999997
0.0,4.7,06/12/2013,285.1529731
0.0,6.15,07/12/2013,275.56805069999996
0.0,7.1,08/12/2013,296.6075439
1.0,7.45,09/12/2013,296.6075439
0.0,8.3,10/12/2013,292.48161523333334
0.0,7.55,11/12/2013,282.8673719333333
0.0,6.9,12/12/2013,293.16761733333334
0.0,6.0,13/12/2013,261.91469895
0.0,5.4,14/12/2013,296.6075439
0.0,6.25,15/12/2013,285.65863060000004
0.0,6.2,16/12/2013,282.0716175
0.0,7.9,17/12/2013,256.3078433
0.0,6.7,18/12/2013,295.4729666
0.0,5.05,19/12/2013,293.2237942333333
0.0,7.55,20/12/2013,282.8673719333333
0.0,8.85,21/12/2013,289.89635930000003
0.0,6.7,22/12/2013,295.4729666
0.0,6.2,23/12/2013,282.0716175
0.0,6.1,24/12/2013,293.4166698
0.0,5.35,25/12/2013,296.6075439
97.8,6.1,26/12/2013,284.2723607
0.0,4.85,27/12/2013,285.1529731
0.2,6.55,28/12/2013,296.6075439
0.2,7.45,29/12/2013,286.7405164
8.2,6.4,30/12/2013,228.3064201
0.2,7.0,31/12/2013,296.6075439
0.0,6.95,01/01/2014,293.16761733333334
0.0,6.7,02/01/2014,295.4729666
3.6,8.6,03/01/2014,294.553379
10.1,7.85,04/01/2014,295.1046023
27.6,5.85,05/01/2014,296.6075439
0.2,6.5,06/01/2014,296.6075439
0.0,8.1,07/01/2014,296.6075439
0.0,8.35,08/01/2014,267.53809996666666
0.0,7.55,09/01/2014,282.8673719333333
0.0,4.55,10/01/2014,291.4056994
0.2,6.8,11/01/2014,296.6075439
0.0,6.85,12/01/2014,295.30245164999997
0.0,8.1,13/01/2014,296.6075439
20.0,6.05,14/01/2014,285.1038584
0.8,6.65,15/01/2014,284.3272472
0.2,5.4,16/01/2014,281.84168839999995
4.0,6.65,17/01/2014,296.6075439
0.6,9.0,18/01/2014,288.6040936
29.3,8.4,19/01/2014,274.2702618
34.2,6.25,20/01/2014,284.6511823
6.0,6.85,21/01/2014,276.94187410000006
4.2,6.15,22/01/2014,285.409068
1.8,4.85,23/01/2014,286.14096960000006
35.8,4.5,24/01/2014,282.46081539999994
0.2,3.3,25/01/2014,290.513619
0.0,1.45,26/01/2014,287.4071353
13.6,1.8,27/01/2014,289.5708477
0.0,4.15,28/01/2014,296.6075439
11.0,2.15,29/01/2014,289.5708477
20.4,7.0,30/01/2014,226.94111580000003
29.2,10.25,31/01/2014,274.2702618
14.2,10.6,01/02/2014,275.994158
14.0,8.3,02/02/2014,296.6075439
12.0,6.6,03/02/2014,216.111071
7.4,7.7,04/02/2014,275.5901356
1.0,5.65,05/02/2014,276.6314134
13.2,7.45,06/02/2014,273.92275750000005
0.0,7.2,07/02/2014,296.6075439
10.4,8.0,08/02/2014,295.1046023
28.8,5.0,09/02/2014,285.36189029999997
15.2,5.95,10/02/2014,285.1038584
16.5,10.6,11/02/2014,276.5574008
8.0,6.6,12/02/2014,294.1446548
0.2,5.75,13/02/2014,276.6314134
0.6,9.1,14/02/2014,288.6040936
0.0,9.65,15/02/2014,291.37811095
0.0,11.4,16/02/2014,294.7167377
0.0,12.4,17/02/2014,274.5162938
0.0,13.95,18/02/2014,227.6734397
0.0,10.95,19/02/2014,248.01801863333336
0.4,8.8,20/02/2014,256.17406085
6.8,7.05,21/02/2014,276.50780960000003
4.8,7.35,22/02/2014,285.409068
0.2,5.95,23/02/2014,276.6314134
0.0,4.9,24/02/2014,285.1529731
0.0,6.9,25/02/2014,293.16761733333334
0.0,6.3,26/02/2014,275.6707627
2.2,8.75,27/02/2014,288.6040936
5.6,5.6,28/02/2014,289.54556139999994
38.6,2.95,01/03/2014,296.6075439
6.4,3.55,02/03/2014,296.6075439
0.6,5.3,03/03/2014,281.84168839999995
21.2,4.3,04/03/2014,296.6075439
0.0,6.2,05/03/2014,282.0716175
0.0,8.4,06/03/2014,285.91843570000003
0.0,9.3,07/03/2014,296.6075439
0.0,6.75,08/03/2014,289.06439735000004
0.0,8.4,09/03/2014,285.91843570000003
0.0,6.25,10/03/2014,285.65863060000004
0.0,5.25,11/03/2014,284.9816316
0.0,7.6,12/03/2014,281.1780577
0.0,10.2,13/03/2014,296.6075439
0.0,10.4,14/03/2014,203.72247040000002
0.0,10.45,15/03/2014,249.52627
0.0,11.2,16/03/2014,256.071703
0.0,13.2,17/03/2014,296.6075439
0.0,12.25,18/03/2014,287.877428
0.0,10.5,19/03/2014,249.52627
0.0,13.75,20/03/2014,280.86414529999996
0.0,13.45,21/03/2014,283.83107060000003
3.4,10.05,22/03/2014,288.6375582
7.6,7.55,23/03/2014,290.68877660000004
14.8,3.0,24/03/2014,288.00177
2.0,5.35,25/03/2014,286.14096960000006
1.6,6.05,26/03/2014,276.6314134
13.8,6.3,27/03/2014,285.1038584
0.4,7.9,28/03/2014,223.9227733
0.0,11.2,29/03/2014,256.071703
0.0,12.0,30/03/2014,284.0851999
0.0,11.85,31/03/2014,291.958799
0.0,11.4,01/04/2014,294.7167377
0.0,11.4,02/04/2014,294.7167377
0.0,12.95,03/04/2014,246.2066743
35.6,10.85,04/04/2014,296.6075439
2.0,11.1,05/04/2014,274.0833288
0.0,12.4,06/04/2014,274.5162938
0.0,14.15,07/04/2014,274.2687412
0.2,14.7,08/04/2014,300.1609827
3.9,11.0,09/04/2014,274.1636538
0.2,10.0,10/04/2014,274.43654360000005
39.6,12.45,11/04/2014,284.8860213
2.4,10.65,12/04/2014,276.47879819999997
1.2,12.05,13/04/2014,284.93659260000004
0.0,11.65,14/04/2014,253.17335344999998
25.2,8.9,15/04/2014,288.0262688
3.4,6.25,16/04/2014,227.08726040000002
2.6,6.05,17/04/2014,227.08726040000002
0.0,8.1,18/04/2014,296.6075439
13.0,7.85,19/04/2014,296.6075439
12.6,13.05,20/04/2014,280.1491262
0.0,14.05,21/04/2014,221.17575069999998
0.4,13.45,22/04/2014,296.6075439
4.4,12.1,23/04/2014,270.4436784
0.0,12.35,24/04/2014,275.6340509
0.0,14.3,25/04/2014,274.2687412
1.6,13.3,26/04/2014,274.1168694
33.5,10.25,27/04/2014,284.6511823
9.0,9.3,28/04/2014,285.9679685
4.0,8.85,29/04/2014,294.553379
8.2,10.85,30/04/2014,274.1222673
8.8,11.75,01/05/2014,286.32539239999994
27.4,10.25,02/05/2014,274.2702618
13.2,10.65,03/05/2014,275.994158
0.2,10.45,04/05/2014,249.52627
0.0,10.65,05/05/2014,287.01741864999997
0.0,13.4,06/05/2014,276.8946238
0.0,13.8,07/05/2014,294.6042657
0.0,14.7,08/05/2014,283.66049454999995
0.0,15.65,09/05/2014,206.6616075
0.0,16.85,10/05/2014,291.36093
0.0,16.3,11/05/2014,282.7029714
0.0,15.95,12/05/2014,277.3687139
0.8,14.25,13/05/2014,274.2048533
4.1,9.8,14/05/2014,236.38548662499974
1.0,11.95,15/05/2014,276.3624376
0.8,9.75,16/05/2014,296.6075439
3.0,11.15,17/05/2014,274.0833288
0.2,13.2,18/05/2014,279.6956119
0.2,14.85,19/05/2014,274.1271984
0.0,15.9,20/05/2014,287.62496984999996
0.0,17.35,21/05/2014,282.2620847
0.0,19.5,22/05/2014,292.1424026
2.4,17.9,23/05/2014,213.1538985
0.4,18.55,24/05/2014,214.1284568
7.5,18.9,25/05/2014,286.9831089
5.4,17.45,26/05/2014,294.05386150000004
0.0,14.15,27/05/2014,274.2687412
3.8,14.85,28/05/2014,276.8969536
2.0,14.1,29/05/2014,241.56582110000002
40.0,14.55,30/05/2014,296.6075439
17.6,13.35,31/05/2014,273.79922860000005
0.0,12.55,01/06/2014,285.7000854
0.0,14.5,02/06/2014,238.95452886666666
0.0,15.7,03/06/2014,281.73234813333335
0.2,16.7,04/06/2014,274.34961089999996
0.0,17.75,05/06/2014,277.0081689
0.0,19.35,06/06/2014,277.0724309
0.0,21.05,07/06/2014,295.02092369999997
0.0,23.0,08/06/2014,288.13956490000004
0.0,22.9,09/06/2014,289.0679475
0.0,23.25,10/06/2014,291.6549225
12.1,23.75,11/06/2014,291.4645194
6.7,23.5,12/06/2014,277.0872416
15.2,22.3,13/06/2014,290.9879992
8.4,19.3,14/06/2014,286.9831089
10.1,17.8,15/06/2014,273.7554743
29.4,15.55,16/06/2014,294.2023417
3.0,17.5,17/06/2014,213.1538985
8.9,15.75,18/06/2014,274.57489019999997
31.1,15.95,19/06/2014,294.2023417
0.0,16.25,20/06/2014,283.90489335
0.0,18.65,21/06/2014,293.215641
0.0,19.7,22/06/2014,208.0344701
0.2,21.65,23/06/2014,286.73907189999994
0.0,22.25,24/06/2014,284.21816055
9.2,19.7,25/06/2014,286.9831089
3.2,17.85,26/06/2014,213.1538985
3.9,18.9,27/06/2014,223.12610587499998
0.2,20.65,28/06/2014,292.24249069999996
0.0,20.6,29/06/2014,291.15425310000006
4.9,20.3,30/06/2014,291.75722169999995
0.0,20.15,01/07/2014,290.14573154999994
0.0,20.1,02/07/2014,277.1059204
0.0,21.5,03/07/2014,290.841512
0.0,23.6,04/07/2014,264.7852791333333
0.0,22.35,05/07/2014,290.5236353
0.0,22.2,06/07/2014,284.21816055
0.0,22.5,07/07/2014,290.5679645
0.0,20.8,08/07/2014,290.7044684
0.0,17.4,09/07/2014,282.2620847
30.0,13.25,10/07/2014,276.2410629
3.7,15.85,11/07/2014,276.8969536
1.8,18.15,12/07/2014,284.3706383
1.8,16.2,13/07/2014,300.01347789999994
0.0,18.05,14/07/2014,275.9746119
0.4,18.15,15/07/2014,284.3706383
1.8,20.7,16/07/2014,295.27136980000006
15.8,21.95,17/07/2014,287.2794151
0.2,21.4,18/07/2014,286.73907189999994
0.0,22.2,19/07/2014,284.21816055
0.0,23.7,20/07/2014,283.17591335
7.2,19.1,21/07/2014,295.4739713
1.6,18.3,22/07/2014,285.5820478
0.0,18.6,23/07/2014,214.98615
10.4,19.95,24/07/2014,294.3056068
0.2,20.3,25/07/2014,292.24249069999996
7.2,19.7,26/07/2014,295.4739713
10.5,19.95,27/07/2014,294.3056068
0.0,19.25,28/07/2014,277.0724309
0.0,20.15,29/07/2014,290.14573154999994
25.3,16.15,30/07/2014,273.79922860000005
0.2,17.0,31/07/2014,294.2041201
0.6,20.25,01/08/2014,292.24249069999996
0.2,21.7,02/08/2014,286.73907189999994
1.0,21.9,03/08/2014,278.4293085
0.0,22.6,04/08/2014,288.6508026
0.0,21.95,05/08/2014,289.38548189999995
0.0,21.4,06/08/2014,290.6817483
1.0,20.5,07/08/2014,292.24249069999996
1.2,21.55,08/08/2014,278.4293085
0.2,22.7,09/08/2014,274.6076082
0.0,23.75,10/08/2014,277.2163325
0.0,24.35,11/08/2014,293.55749460000004
0.0,23.9,12/08/2014,293.55466805
0.0,23.85,13/08/2014,293.55466805
0.0,20.4,14/08/2014,277.018555
0.0,18.2,15/08/2014,290.09829510000003
0.0,18.7,16/08/2014,294.5955628
0.0,19.2,17/08/2014,294.3438779
0.0,19.45,18/08/2014,292.1424026
0.0,19.85,19/08/2014,282.96730755
0.2,21.65,20/08/2014,286.73907189999994
0.0,22.9,21/08/2014,289.0679475
0.0,22.35,22/08/2014,290.5236353
0.0,21.7,23/08/2014,273.6998817
0.0,19.9,24/08/2014,282.96730755
0.0,19.7,25/08/2014,208.0344701
0.0,20.1,26/08/2014,277.1059204
0.0,21.3,27/08/2014,283.79882910000003
0.0,23.1,28/08/2014,293.27540654999996
30.7,22.9,29/08/2014,295.5815736
1.2,22.1,30/08/2014,292.9867285
0.4,21.7,31/08/2014,278.4293085
29.6,15.4,01/09/2014,294.2023417
3.0,17.7,02/09/2014,213.1538985
13.2,16.7,03/09/2014,277.1542318
32.5,17.35,04/09/2014,286.6528776
44.1,18.95,05/09/2014,290.725616
14.0,18.85,06/09/2014,264.2501785
8.4,19.0,07/09/2014,286.9831089
4.0,20.15,08/09/2014,290.43839280000003
0.2,19.9,09/09/2014,292.24249069999996
7.9,20.05,10/09/2014,286.9831089
16.9,16.55,11/09/2014,283.1913106
4.7,17.75,12/09/2014,276.9506957
4.0,17.95,13/09/2014,213.1538985
0.2,17.4,14/09/2014,286.42375830000003
0.0,18.0,15/09/2014,290.2286474
5.0,17.75,16/09/2014,294.05386150000004
0.2,18.15,17/09/2014,284.3706383
0.0,18.75,18/09/2014,294.5955628
0.0,21.1,19/09/2014,284.7063083
0.0,22.4,20/09/2014,290.5236353
0.0,21.2,21/09/2014,289.6637309
0.0,20.5,22/09/2014,246.2448257
0.0,17.05,23/09/2014,242.56005755
0.0,16.35,24/09/2014,286.6524543
1.0,17.4,25/09/2014,226.28798769999997
0.2,16.55,26/09/2014,289.9196703
0.0,16.45,27/09/2014,286.385509
0.0,16.05,28/09/2014,227.1598042
0.0,16.7,29/09/2014,269.3600372
0.0,16.95,30/09/2014,276.5038126
0.0,17.45,01/10/2014,274.8586989
5.0,17.05,02/10/2014,294.05386150000004
0.2,16.3,03/10/2014,300.01347789999994
5.2,16.3,04/10/2014,295.42541989999995
0.2,16.15,05/10/2014,300.01347789999994
0.0,15.95,06/10/2014,277.3687139
0.0,16.15,07/10/2014,298.0875671
0.0,16.9,08/10/2014,266.2391584
0.0,18.45,09/10/2014,281.67845845
0.0,19.6,10/10/2014,283.63419633333336
0.0,19.35,11/10/2014,277.0724309
0.0,18.05,12/10/2014,275.9746119
0.0,18.95,13/10/2014,286.2061508
0.0,19.7,14/10/2014,208.0344701
0.6,20.0,15/10/2014,292.24249069999996
1.2,18.45,16/10/2014,273.6683519
1.0,18.1,17/10/2014,292.0592481
0.0,18.1,18/10/2014,292.0592481
0.0,19.05,19/10/2014,264.13928856666666
0.2,18.05,20/10/2014,275.9746119
0.0,16.65,21/10/2014,292.0609505
0.8,13.05,22/10/2014,296.6075439
0.2,7.4,23/10/2014,286.7405164
0.4,9.0,24/10/2014,294.40369069999997
0.0,10.95,25/10/2014,248.01801863333336
0.0,10.85,26/10/2014,257.56160065
0.0,9.6,27/10/2014,273.6624202
0.0,9.2,28/10/2014,296.6075439
0.0,10.95,29/10/2014,248.01801863333336
0.2,11.6,30/10/2014,296.6075439
0.0,11.4,31/10/2014,294.7167377
0.0,11.4,01/11/2014,294.7167377
0.0,11.55,02/11/2014,264.43726886666667
0.0,11.55,03/11/2014,264.43726886666667
64.3,10.3,04/11/2014,285.4003997
93.6,13.1,05/11/2014,286.0215439
28.6,14.1,06/11/2014,289.0315952
17.2,13.3,07/11/2014,273.79922860000005
0.0,13.3,08/11/2014,296.02190935
0.0,12.6,09/11/2014,221.17575069999998
0.0,13.25,10/11/2014,287.02982569999995
0.0,13.1,11/11/2014,287.096405
8.8,11.9,12/11/2014,273.9198491
3.0,10.35,13/11/2014,221.72493369999998
0.4,11.6,14/11/2014,296.6075439
12.3,11.1,15/11/2014,291.8201791
18.2,10.8,16/11/2014,286.4090661
21.7,10.45,17/11/2014,276.5574008
10.0,9.9,18/11/2014,275.994158
6.7,9.85,19/11/2014,276.50780960000003
0.0,9.2,20/11/2014,296.6075439
0.0,9.05,21/11/2014,296.6075439
0.0,10.15,22/11/2014,288.4987318
0.0,11.35,23/11/2014,294.7167377
0.0,11.65,24/11/2014,253.17335344999998
0.0,11.95,25/11/2014,284.0851999
1.4,10.6,26/11/2014,276.47879819999997
1.2,11.1,27/11/2014,287.22234130000004
0.0,12.85,28/11/2014,273.9533986
15.7,13.9,29/11/2014,292.1374438
0.4,15.8,30/11/2014,284.7121872
23.8,12.75,01/12/2014,273.79922860000005
21.8,8.3,02/12/2014,296.6075439
25.3,9.95,03/12/2014,276.5574008
12.4,9.7,04/12/2014,285.9679685
4.8,8.15,05/12/2014,191.8933704
0.8,8.6,06/12/2014,288.6040936
2.0,7.45,07/12/2014,282.1848494
0.2,7.15,08/12/2014,286.7405164
0.0,10.7,09/12/2014,284.8843918
0.0,10.7,10/12/2014,284.8843918
0.0,5.2,11/12/2014,296.6075439
0.0,6.35,12/12/2014,286.5482365333333
0.0,7.4,13/12/2014,295.5100706
0.0,9.2,14/12/2014,296.6075439
0.0,8.55,15/12/2014,286.7941969
21.8,7.45,16/12/2014,225.4145992
2.2,7.5,17/12/2014,282.1848494
0.0,8.4,18/12/2014,285.91843570000003
0.0,8.3,19/12/2014,292.48161523333334
0.0,13.1,20/12/2014,287.096405
0.0,13.6,21/12/2014,285.44382235
0.0,10.9,22/12/2014,257.56160065
0.0,6.1,23/12/2014,293.4166698
0.0,4.95,24/12/2014,285.1529731
0.0,6.0,25/12/2014,261.91469895
0.0,1.6,26/12/2014,287.4071353
11.7,-2.3,27/12/2014,289.5708477
10.2,1.95,28/12/2014,289.5708477
0.4,0.6,29/12/2014,282.38807030000004
0.2,-3.6,30/12/2014,296.60754390000005
0.6,-3.8,31/12/2014,296.60754390000005
5.2,0.5,01/01/2015,296.6075439
1.8,3.6,02/01/2015,286.28406789999997
0.0,6.05,03/01/2015,296.6075439
0.4,8.35,04/01/2015,256.17406085
0.0,3.0,05/01/2015,296.6075439
0.0,4.15,06/01/2015,296.6075439
0.0,0.2,07/01/2015,296.60754390000005
0.0,5.7,08/01/2015,255.956525
0.0,6.25,09/01/2015,285.65863060000004
0.0,6.8,10/01/2015,291.50363745000004
0.8,8.05,11/01/2015,296.6075439
0.2,5.05,12/01/2015,292.2808907
0.0,5.85,13/01/2015,281.64213589999997
0.0,6.55,14/01/2015,275.6143381
0.0,6.35,15/01/2015,286.5482365333333
0.0,7.15,16/01/2015,296.6075439
2.0,8.5,17/01/2015,296.6075439
8.8,5.9,18/01/2015,273.55611749999997
5.2,5.55,19/01/2015,285.520742
12.0,5.65,20/01/2015,216.111071
12.6,6.65,21/01/2015,273.92275750000005
21.2,4.65,22/01/2015,282.46081539999994
12.4,5.0,23/01/2015,284.4637546
0.2,6.45,24/01/2015,296.6075439
0.0,3.9,25/01/2015,285.11884575
0.0,4.3,26/01/2015,293.2129685
0.0,2.7,27/01/2015,295.3606553
0.2,2.45,28/01/2015,290.513619
18.0,1.6,29/01/2015,289.5708477
33.3,2.85,30/01/2015,296.6075439
24.0,2.6,31/01/2015,296.6075439
6.8,1.85,01/02/2015,296.6075439
3.6,2.0,02/02/2015,286.28406789999997
15.8,2.4,03/02/2015,289.5708477
25.2,4.15,04/02/2015,296.6075439
29.4,4.7,05/02/2015,282.46081539999994
9.2,4.45,06/02/2015,296.6075439
5.0,2.9,07/02/2015,296.6075439
2.6,2.45,08/02/2015,286.28406789999997
2.4,-1.45,09/02/2015,296.60754390000005
5.2,3.15,10/02/2015,296.6075439
0.2,6.2,11/02/2015,276.6314134
0.0,5.0,12/02/2015,293.2237942333333
0.0,4.35,13/02/2015,293.2129685
0.0,5.35,14/02/2015,296.6075439
1.4,5.0,15/02/2015,286.3109447
0.4,7.0,16/02/2015,226.95837310000002
0.2,7.55,17/02/2015,282.0988631
0.0,5.45,18/02/2015,295.62162915
0.0,3.9,19/02/2015,285.11884575
0.0,5.15,20/02/2015,296.6075439
3.4,4.2,21/02/2015,290.2921898
34.2,7.05,22/02/2015,284.6511823
13.3,8.15,23/02/2015,296.6075439
14.2,6.0,24/02/2015,285.1038584
19.2,4.95,25/02/2015,285.36189029999997
1.2,6.8,26/02/2015,296.6075439
0.0,5.75,27/02/2015,255.956525
0.0,7.35,28/02/2015,295.5100706
0.0,6.8,01/03/2015,291.50363745000004
5.0,5.1,02/03/2015,285.433921
0.2,10.6,03/03/2015,287.01741864999997
16.2,10.2,04/03/2015,276.5574008
25.4,3.4,05/03/2015,296.6075439
0.4,4.45,06/03/2015,296.6075439
0.0,2.95,07/03/2015,296.6075439
0.0,5.9,08/03/2015,261.91469895
0.0,6.65,09/03/2015,295.4729666
0.0,5.05,10/03/2015,293.2237942333333
0.0,7.5,11/03/2015,296.6075439
2.4,4.6,12/03/2015,286.59731830000004
0.0,5.7,13/03/2015,255.956525
5.8,7.1,14/03/2015,289.54556139999994
7.4,4.9,15/03/2015,289.9186152
8.6,7.5,16/03/2015,290.08289560000003
7.6,7.55,17/03/2015,290.68877660000004
0.0,8.4,18/03/2015,285.91843570000003
0.0,9.75,19/03/2015,282.2443597
0.0,8.7,20/03/2015,285.02726795
0.0,7.95,21/03/2015,283.9203937
0.8,6.55,22/03/2015,284.3272472
0.0,9.15,23/03/2015,284.5879713
0.0,12.15,24/03/2015,284.16886989999995
37.3,10.25,25/03/2015,282.4008892
6.0,13.35,26/03/2015,275.9375031
10.8,12.0,27/03/2015,273.9198491
0.0,9.5,28/03/2015,238.86662845
0.0,9.6,29/03/2015,273.6624202
0.0,10.6,30/03/2015,287.01741864999997
0.0,13.35,31/03/2015,276.8946238
0.0,12.05,01/04/2015,284.8357024
0.0,11.0,02/04/2015,248.01801863333336
0.0,9.45,03/04/2015,273.877707
12.3,7.65,04/04/2015,273.92275750000005
9.2,5.85,05/04/2015,273.55611749999997
0.0,5.3,06/04/2015,273.8512721
0.0,3.9,07/04/2015,285.11884575
0.0,5.8,08/04/2015,288.87277136666665
0.0,9.35,09/04/2015,261.8903418
0.0,10.8,10/04/2015,257.56160065
0.0,10.45,11/04/2015,249.52627
0.0,11.7,12/04/2015,280.72559665
0.0,13.75,13/04/2015,280.86414529999996
0.4,14.6,14/04/2015,274.95283739999996
0.0,15.25,15/04/2015,240.29247055000002
0.0,14.9,16/04/2015,273.62845110000006
0.2,14.35,17/04/2015,273.8138785
0.0,12.8,18/04/2015,273.90091
1.4,13.25,19/04/2015,274.1168694
0.2,11.8,20/04/2015,274.1432099
0.0,12.5,21/04/2015,280.01417325
0.0,14.6,22/04/2015,274.14907569999997
0.0,14.1,23/04/2015,274.2687412
0.2,14.9,24/04/2015,274.1271984
0.6,14.15,25/04/2015,274.2048533
0.0,14.95,26/04/2015,279.97478090000004
14.0,11.95,27/04/2015,274.2566337
8.2,10.2,28/04/2015,274.1222673
8.2,12.1,29/04/2015,274.3879241
18.8,11.4,30/04/2015,274.44740210000003
0.0,12.4,01/05/2015,274.5162938
0.0,14.5,02/05/2015,238.95452886666666
0.0,15.7,03/05/2015,281.73234813333335
0.0,19.6,04/05/2015,283.63419633333336
0.0,21.8,05/05/2015,286.32131183333337
0.2,22.85,06/05/2015,274.6076082
0.0,21.1,07/05/2015,284.7063083
0.0,18.9,08/05/2015,223.12610587499998
8.5,17.55,09/05/2015,274.73954399999997
0.0,17.6,10/05/2015,281.57632193999996
0.0,17.6,11/05/2015,281.57632193999996
0.0,17.2,12/05/2015,274.8093921
0.0,18.35,13/05/2015,284.8523947
0.0,17.45,14/05/2015,274.8586989
0.0,17.3,15/05/2015,274.7366045
9.2,15.5,16/05/2015,274.57489019999997
0.0,20.2,17/05/2015,284.9386138
0.0,20.75,18/05/2015,275.89721169999996
0.0,19.9,19/05/2015,282.96730755
0.0,18.3,20/05/2015,285.43452110000004
5.0,12.0,21/05/2015,274.4671458
2.8,11.7,22/05/2015,274.34211560000006
1.8,10.85,23/05/2015,274.1636538
2.0,11.3,24/05/2015,274.0833288
0.0,12.9,25/05/2015,273.9533986
16.8,13.85,26/05/2015,273.79922860000005
8.8,13.2,27/05/2015,273.7222372
0.2,13.1,28/05/2015,273.86665739999995
0.0,14.95,29/05/2015,279.97478090000004
0.0,17.05,30/05/2015,242.56005755
13.3,17.65,31/05/2015,273.7554743
2.2,18.45,01/06/2015,273.6683519
3.4,19.05,02/06/2015,273.6685172
0.0,20.55,03/06/2015,278.02242490000003
0.0,21.7,04/06/2015,273.6998817
0.0,22.45,05/06/2015,284.45378834999997
0.0,22.2,06/06/2015,284.21816055
0.0,21.25,07/06/2015,284.08959035
2.6,20.45,08/06/2015,273.7789352
1.4,19.15,09/06/2015,295.4049869
3.2,19.85,10/06/2015,274.1147766
8.8,20.75,11/06/2015,286.9831089
0.0,20.85,12/06/2015,285.3902438
0.0,22.25,13/06/2015,284.21816055
0.0,20.25,14/06/2015,294.4546586
0.6,17.25,15/06/2015,294.2041201
0.8,19.65,16/06/2015,295.22875580000004
15.8,17.7,17/06/2015,294.00053379999997
0.2,16.75,18/06/2015,274.34961089999996
21.9,18.2,19/06/2015,273.9063992
37.5,18.2,20/06/2015,273.9063992
2.6,17.15,21/06/2015,276.9569736
0.0,17.5,22/06/2015,247.05257269999998
0.0,18.5,23/06/2015,281.67845845
3.6,19.8,24/06/2015,290.6908883
0.0,19.0,25/06/2015,286.2061508
0.0,18.8,26/06/2015,294.8348528
0.0,19.3,27/06/2015,277.0724309
0.0,21.1,28/06/2015,284.7063083
0.0,21.1,29/06/2015,284.7063083
0.0,22.1,30/06/2015,263.20590545
0.0,22.45,01/07/2015,284.45378834999997
0.0,23.05,02/07/2015,291.36170755
0.0,25.0,03/07/2015,285.256622
0.0,24.5,04/07/2015,279.9468057
0.0,24.4,05/07/2015,293.55749460000004
0.0,25.15,06/07/2015,276.8998325
1.4,26.2,07/07/2015,295.2068845
0.0,24.8,08/07/2015,295.507095
0.0,24.45,09/07/2015,265.5336538
0.0,24.45,10/07/2015,265.5336538
0.0,24.05,11/07/2015,245.81001726666668
0.0,24.65,12/07/2015,289.46310689999996
0.0,24.5,13/07/2015,279.9468057
0.0,24.75,14/07/2015,295.507095
1.8,27.4,15/07/2015,295.2068845
0.0,27.3,16/07/2015,214.73097819999995
0.0,27.1,17/07/2015,214.73097819999995
0.0,28.35,18/07/2015,277.8994841
