Rainfall_Monteporzio,Rainfall_Velletri,Volume_Pozzo_1,Volume_Pozzo_2,Volume_Pozzo_3,Volume_Pozzo_4,Volume_Pozzo_5+6,Volume_Pozzo_7,Volume_Pozzo_8,Volume_Pozzo_9,Temperature_Monteporzio,Temperature_Velletri,Date,Depth_to_Groundwater_Pozzo_1,Depth_to_Groundwater_Pozzo_2,Depth_to_Groundwater_Pozzo_3,Depth_to_Groundwater_Pozzo_4,Depth_to_Groundwater_Pozzo_5,Depth_to_Groundwater_Pozzo_6,Depth_to_Groundwater_Pozzo_7,Depth_to_Groundwater_Pozzo_8,Depth_to_Groundwater_Pozzo_9
0.0,0.0,1083.3433333333335,3169.1733333333336,3333.9405555555554,3438.5361111111115,7509.229444444443,2617.1783333333333,3768.2033333333334,2998.567777777778,24.15,25.8,28/06/2008,-33.59,-93.1,-108.03,-97.48,-99.75,-91.34,-93.74,-97.49,-96.46
0.0,0.0,1005.3927777777777,3081.4927777777775,3287.685,3531.89,7710.655555555557,2598.641666666667,3860.7250000000004,3167.6850000000004,25.15,27.8,29/06/2008,-55.71,-92.75,-107.65,-96.79,-99.45,-91.09,-93.47,-94.44,-97.41
0.0,0.0,1083.3433333333335,3225.646666666667,3330.1588888888887,3537.3738888888893,7721.692222222224,2595.0333333333333,3848.7549999999997,3116.6388888888887,24.8,26.8,30/06/2008,-36.81,-92.43,-107.24,-96.57,-99.15,-89.45,-93.15,-94.09,-96.63
20.8,0.0,1887.4350000000002,3617.8733333333334,3655.108333333333,3670.3905555555557,7955.879444444446,2549.64,3757.1177777777775,3464.735555555556,24.4,26.9,01/07/2008,-29.77,-98.78,-116.33,-100.58,-103.09,-92.51,-96.96,-98.04,-90.7
0.0,0.0,1104.7433333333333,3180.555,3395.6488888888885,3544.953888888889,7740.243888888888,2651.075,3879.0172222222227,3100.285555555556,23.8,26.7,02/07/2008,-54.4,-92.4,-107.22,-96.68,-99.12,-89.45,-93.14,-94.07,-97.17
0.0,0.0,1083.3433333333335,3203.012777777778,3396.931111111111,3549.190555555555,7749.397777777778,2678.834444444444,3896.568888888889,3089.963888888889,23.75,26.55,03/07/2008,-54.4,-92.4,-107.22,-96.68,-99.12,-89.45,-93.14,-94.07,-97.17
0.0,0.0,1107.3433333333332,2799.213333333333,2946.8544444444447,3037.103888888889,6636.577222222222,2322.5755555555556,3349.93,2739.016111111111,23.65,25.75,04/07/2008,-33.46,-92.61,-107.45,-96.79,-99.33,-91.08,-93.32,-94.57,-96.8
0.2,0.0,901.3566666666667,2954.3399999999997,3555.5294444444444,3548.21,7796.901666666668,2757.5188888888893,3973.483333333332,3218.5855555555554,23.45,26.1,05/07/2008,-24.33,-93.16,-110.18,-98.05,-100.45,-91.67,-93.45,-95.08,-94.9
0.0,0.0,978.3816666666667,3116.0644444444447,3434.6688888888893,3654.303333333333,7893.451666666667,2766.621666666667,4083.366111111112,3285.051666666667,22.7,25.05,06/07/2008,-25.05,-91.13,-107.51,-96.15,-97.66,-90.13,-91.76,-93.3,-89.71
0.0,0.0,694.5933333333334,2863.309444444444,3023.8305555555557,3137.16,6854.820555555556,2367.353888888889,3455.0061111111113,2822.5444444444447,24.0,24.7,07/07/2008,-45.7,-101.15,-111.8,-101.59,-104.4,-93.86,-96.97,-98.34,-92.1
0.0,0.0,1117.9555555555555,2994.0011111111107,3445.318888888889,3401.4816666666666,7425.198333333334,2671.5161111111115,3826.551111111111,3040.0177777777776,21.5,24.15,08/07/2008,-23.89,-93.17,-109.93,-98.08,-100.47,-91.68,-93.44,-95.07,-94.91
0.0,0.0,1093.413888888889,3225.9644444444443,3665.645,3587.6755555555555,7808.9655555555555,2807.966111111111,4040.7855555555557,3221.193888888889,21.8,23.55,09/07/2008,-28.63,-98.46,-105.74,-100.6,-103.13,-93.06,-96.08,-97.59,-88.96
0.0,0.0,442.8622222222223,2843.826666666667,3380.915,3393.5394444444446,7402.018888888889,2671.667777777778,3853.006666666667,3014.4077777777775,21.45,23.3,10/07/2008,-35.89,-96.51,-117.12,-98.39,-101.42,-91.24,-95.25,-97.44,-104.87
0.0,0.0,1107.3433333333332,2797.5094444444444,2950.8722222222223,3033.6538888888886,6629.091666666666,2310.3633333333332,3332.7261111111115,2753.8622222222225,23.75,25.55,11/07/2008,-33.46,-92.61,-107.45,-96.79,-99.33,-91.08,-93.32,-94.57,-96.8
0.0,0.0,1059.4533333333334,3169.1733333333336,3333.9405555555554,3438.5361111111115,7509.229444444443,2617.1783333333333,3768.2033333333334,2998.567777777778,24.1,25.65,12/07/2008,-33.59,-93.1,-108.03,-97.48,-99.75,-91.34,-93.74,-97.49,-96.46
1.8,0.8,1777.472777777778,3264.5849999999996,3453.9861111111113,3471.6138888888886,7405.719999999999,2734.305,3886.131666666666,3191.216111111111,24.0,25.1,13/07/2008,-33.96,-92.82,-107.71,-96.89,-99.49,-91.16,-93.51,-94.49,-97.58
0.2,0.0,1689.4977777777779,3452.797777777778,3370.17,3534.5605555555553,7623.632777777777,2634.5255555555555,3806.437777777778,3319.908888888889,18.45,20.95,14/07/2008,-45.53,-100.63,-115.44,-101.12,-104.04,-93.5,-96.92,-100.78,-93.18
0.0,0.0,418.6177777777778,2843.6161111111114,3135.976666666667,3254.1066666666666,7100.60388888889,2477.415555555556,3593.777222222222,2893.347222222222,20.8,23.1,15/07/2008,-45.64,-99.96,-115.52,-100.9,-103.58,-93.05,-97.25,-100.9,-93.67
0.0,0.0,385.3494444444444,2856.3944444444446,3296.4466666666667,3405.968888888889,7432.108888888888,2682.0261111111113,3868.008888888889,3029.8555555555554,21.35,23.55,16/07/2008,-35.89,-96.51,-117.12,-98.39,-101.42,-91.24,-95.25,-97.44,-104.87
0.0,0.0,415.74500000000006,2856.3944444444446,3296.4466666666667,3405.968888888889,7432.108888888888,2682.0261111111113,3868.008888888889,3029.8555555555554,21.45,23.4,17/07/2008,-35.89,-96.51,-117.12,-98.39,-101.42,-91.24,-95.25,-97.44,-104.87
0.4,0.4,1419.5644444444445,3557.702222222222,3338.0222222222224,3679.932222222222,7843.005,2899.0699999999997,3964.6799999999994,3248.337777777777,20.45,22.9,18/07/2008,-33.1,-94.07,-108.9,-98.08,-100.53,-91.94,-94.47,-96.2,-97.5
0.0,0.2,1488.3422222222223,3423.0872222222224,3907.991666666667,3451.8144444444442,6542.663888888888,2485.0038888888885,3730.54,3403.4277777777775,20.75,22.9,19/07/2008,-47.38,-100.59,-115.46,-101.21,-104.05,-93.52,-97.33,-102.21,-93.63
0.0,0.0,856.31,2940.6905555555554,3387.415,3394.4383333333335,7332.047222222222,2641.3511111111115,3816.4538888888887,3052.5633333333335,22.35,24.95,20/07/2008,-23.89,-93.17,-109.93,-98.08,-100.47,-91.68,-93.44,-95.07,-94.91
2.4,0.4,431.02166666666665,3642.891666666667,4024.230555555556,3679.21,8031.7344444444425,2862.8616666666667,3996.7805555555556,3671.6605555555557,22.2,24.0,21/07/2008,-35.22,-96.67,-116.96,-98.47,-101.3,-91.1,-95.6,-96.37,-105.24
0.2,0.0,693.6244444444445,3227.5483333333336,3558.02,3372.4244444444444,7060.454444444445,2593.6805555555557,3704.378333333333,3185.8044444444445,20.3,23.95,22/07/2008,-54.44,-92.48,-107.34,-96.59,-99.19,-90.96,-93.23,-94.15,-97.1
0.0,0.0,1196.8627777777779,3032.375,3246.3511111111106,3527.383333333333,7699.52,2583.2633333333333,3833.513333333334,3237.778888888889,18.85,22.3,23/07/2008,-35.89,-96.51,-117.12,-98.39,-101.42,-91.24,-95.25,-97.44,-104.87
0.0,0.0,1181.3166666666666,2799.213333333333,2946.854444444444,3037.103888888889,6636.577222222222,2322.5755555555556,3349.9300000000003,2739.016111111111,19.75,22.05,24/07/2008,-44.93,-100.18,-115.08,-101.06,-103.58,-93.06,-95.9,-100.71,-92.8
0.0,0.0,410.92611111111114,2849.6111111111113,3010.099444444444,3124.5322222222226,6826.246111111111,2368.714444444445,3461.333888888889,2793.5261111111117,20.25,22.3,25/07/2008,-45.64,-99.96,-115.52,-100.9,-103.58,-93.05,-97.25,-100.9,-93.67
0.0,0.0,407.2894444444444,2928.796666666667,3351.236666666666,3399.781666666667,7340.542777777777,2654.865555555555,3834.792777777778,3040.99,21.15,23.65,26/07/2008,-23.89,-93.17,-109.93,-98.08,-100.47,-91.68,-93.44,-95.07,-94.91
6.6,2.6,1102.6377777777777,3156.068888888889,3078.4383333333335,3285.1516666666666,6962.795555555556,2455.668333333333,3450.8483333333334,3060.887777777778,21.45,24.55,27/07/2008,-33.46,-92.61,-107.45,-96.79,-99.33,-91.08,-93.32,-94.57,-96.8
0.0,0.0,978.3816666666667,3161.1400000000003,3437.578888888889,3661.216666666667,7984.927777777779,2794.3599999999997,4117.541666666667,3261.141111111111,22.75,24.95,28/07/2008,-25.05,-91.13,-107.51,-96.15,-97.66,-90.13,-91.76,-93.3,-89.71
0.0,0.0,1083.3433333333335,3180.555,3395.6488888888885,3544.953888888889,7740.243888888888,2651.075,3879.0172222222227,3100.285555555556,24.2,26.0,29/07/2008,-33.96,-92.82,-107.71,-96.89,-99.49,-91.16,-93.51,-94.49,-97.58
0.0,0.0,1035.8111111111111,3081.4927777777775,3287.685,3531.89,7710.655555555557,2598.641666666667,3860.7250000000004,3167.6850000000004,25.25,26.9,30/07/2008,-56.13,-92.71,-107.59,-96.8,-99.39,-91.05,-93.4,-94.38,-97.63
0.0,0.0,1035.8111111111111,3081.4927777777775,3287.685,3531.89,7710.655555555557,2598.641666666667,3860.7250000000004,3167.6850000000004,25.5,27.3,31/07/2008,-56.07,-92.7,-107.57,-96.81,-99.37,-91.03,-93.39,-94.36,-97.63
0.0,0.0,1036.8194444444443,3081.4927777777775,3287.685,3531.89,7710.655555555557,2598.641666666667,3860.7250000000004,3167.6850000000004,25.8,27.15,01/08/2008,-56.07,-92.7,-107.57,-96.81,-99.37,-91.03,-93.39,-94.36,-97.63
0.0,0.0,451.58,3081.4927777777775,3287.685,3531.89,7710.655555555557,2598.641666666667,3860.7250000000004,3167.6850000000004,26.35,27.5,02/08/2008,-33.28,-92.87,-107.77,-96.92,-99.53,-91.21,-93.55,-94.55,-97.22
0.0,0.0,1035.8111111111111,3081.4927777777775,3287.685,3531.89,7710.655555555557,2598.641666666667,3860.7250000000004,3167.6850000000004,25.3,27.0,03/08/2008,-56.07,-92.7,-107.57,-96.81,-99.37,-91.03,-93.39,-94.36,-97.63
0.0,0.0,1083.3433333333335,3203.012777777778,3396.931111111111,3549.190555555555,7749.397777777778,2678.834444444444,3896.568888888889,3089.963888888889,23.7,26.6,04/08/2008,-54.4,-92.4,-107.22,-96.68,-99.12,-89.45,-93.14,-94.07,-97.17
0.0,0.0,1083.3433333333335,3180.335555555556,3363.281111111111,3545.2283333333335,7739.3822222222225,2634.927222222222,3883.281111111112,3094.421666666667,24.4,26.65,05/08/2008,-54.4,-92.4,-107.22,-96.68,-99.12,-89.45,-93.14,-94.07,-97.17
0.2,0.0,896.0405555555558,3148.251111111111,3441.9955555555553,3401.787777777778,7173.368333333334,2631.081111111111,3699.801111111111,3188.3399999999997,24.25,26.8,06/08/2008,-54.4,-92.4,-107.22,-96.68,-99.12,-89.45,-93.14,-94.07,-97.17
0.0,0.0,876.6172222222223,3081.4927777777775,3287.685,3531.89,7710.655555555557,2598.641666666667,3860.7250000000004,3167.6850000000004,25.8,27.6,07/08/2008,-54.39,-92.37,-107.18,-96.51,-99.1,-89.41,-93.1,-94.03,-97.05
0.0,0.0,1012.1672222222221,3081.4927777777775,3287.685,3531.89,7710.655555555557,2598.641666666667,3860.7250000000004,3167.6850000000004,26.0,26.95,08/08/2008,-56.07,-92.7,-107.57,-96.81,-99.37,-91.03,-93.39,-94.36,-97.63
0.2,0.0,1086.535,3391.5422222222223,3411.4544444444446,3463.678888888889,7482.802222222223,2622.209444444444,3709.9250000000006,3157.971666666667,24.25,26.45,09/08/2008,-54.4,-92.4,-107.22,-96.68,-99.12,-89.45,-93.14,-94.07,-97.17
0.0,0.0,853.406111111111,2928.796666666667,3351.236666666666,3399.781666666667,7340.542777777777,2654.865555555555,3834.792777777778,3040.99,21.95,25.05,10/08/2008,-23.89,-93.17,-109.93,-98.08,-100.47,-91.68,-93.44,-95.07,-94.91
0.0,0.0,1068.98,2862.8955555555553,3023.4127777777776,3136.82,6854.288333333334,2367.13,3454.472222222222,2823.06,23.5,25.5,11/08/2008,-33.46,-92.61,-107.45,-96.79,-99.33,-91.08,-93.32,-94.57,-96.8
0.0,0.0,1093.413888888889,2862.836666666667,3008.1077777777773,3072.4466666666667,6708.712222222222,2372.3605555555555,3421.521111111111,2766.352222222222,23.45,25.0,12/08/2008,-33.46,-92.61,-107.45,-96.79,-99.33,-91.08,-93.32,-94.57,-96.8
0.0,0.0,1059.4533333333334,3180.335555555556,3363.281111111111,3545.2283333333335,7739.3822222222225,2634.927222222222,3883.281111111112,3094.421666666667,24.85,26.2,13/08/2008,-23.84,-93.16,-109.85,-98.07,-100.47,-91.67,-93.41,-95.04,-94.87
0.0,0.0,1083.3433333333335,3180.335555555556,3363.281111111111,3545.2283333333335,7739.3822222222225,2634.927222222222,3883.281111111112,3094.421666666667,24.3,26.5,14/08/2008,-54.4,-92.4,-107.22,-96.68,-99.12,-89.45,-93.14,-94.07,-97.17
0.0,0.0,1117.9555555555555,2651.403333333333,2910.762222222222,2990.141111111111,6528.157777777778,2305.1388888888887,3334.665,2672.5444444444443,23.1,25.1,15/08/2008,-33.46,-92.61,-107.45,-96.79,-99.33,-91.08,-93.32,-94.57,-96.8
0.0,0.0,755.6966666666667,2862.8955555555563,3023.4127777777776,3136.82,6854.288333333334,2367.1299999999997,3454.472222222222,2823.06,19.65,22.4,16/08/2008,-45.64,-99.96,-115.52,-100.9,-103.58,-93.05,-97.25,-100.9,-93.67
0.0,0.0,883.1511111111112,2862.8955555555563,3023.4127777777776,3136.82,6854.288333333334,2367.1299999999997,3454.472222222222,2823.06,19.7,22.4,17/08/2008,-45.64,-99.96,-115.52,-100.9,-103.58,-93.05,-97.25,-100.9,-93.67
0.0,0.0,907.0005555555555,3018.2766666666666,3445.682777777778,3401.8133333333335,7425.304999999999,2671.3099999999995,3844.4555555555553,3040.333888888889,21.65,24.3,18/08/2008,-23.89,-93.17,-109.93,-98.08,-100.47,-91.68,-93.44,-95.07,-94.91
0.0,0.0,1083.3433333333335,2797.5094444444444,2950.8722222222223,3033.6538888888886,6629.091666666666,2310.3633333333332,3332.7261111111115,2753.8622222222225,23.9,25.4,19/08/2008,-45.7,-101.15,-111.8,-101.59,-104.4,-93.86,-96.97,-98.34,-92.1
0.0,0.0,1083.3433333333335,3203.8933333333334,3386.675,3544.7122222222224,7739.437777777778,2635.9494444444445,3880.001111111111,3094.7338888888894,24.15,26.3,20/08/2008,-33.96,-92.82,-107.71,-96.89,-99.49,-91.16,-93.51,-94.49,-97.58
0.0,0.0,637.6855555555555,3081.4927777777775,3287.685,3531.89,7710.655555555557,2598.641666666667,3860.7250000000004,3167.6850000000004,26.15,27.8,21/08/2008,-55.93,-92.67,-107.53,-96.83,-99.36,-91.01,-93.37,-94.32,-97.54
0.0,0.0,1083.3433333333335,3169.1733333333336,3333.9405555555554,3438.5361111111115,7509.229444444443,2617.1783333333333,3768.2033333333334,2998.567777777778,24.0,25.75,22/08/2008,-33.59,-93.1,-108.03,-97.48,-99.75,-91.34,-93.74,-97.49,-96.46
0.0,0.0,372.09777777777776,3081.5899999999992,3401.7233333333334,3573.6544444444444,7708.531666666667,2735.3616666666667,4022.9055555555565,3164.791666666666,21.2,23.25,23/08/2008,-27.53,-92.99,-110.65,-97.77,-100.25,-91.46,-93.33,-94.98,-90.23
0.0,0.0,939.3172222222222,2998.4083333333333,3426.559444444445,3400.8311111111107,7413.255,2669.3455555555556,3846.8444444444444,2994.225,21.2,24.4,24/08/2008,-23.89,-93.17,-109.93,-98.08,-100.47,-91.68,-93.44,-95.07,-94.91
0.0,0.0,398.3377777777778,3160.352222222222,3463.341111111111,3661.266666666667,7908.5138888888905,2807.3277777777776,4119.161666666667,3261.319444444444,20.95,23.45,25/08/2008,-25.05,-91.13,-107.51,-96.15,-97.66,-90.13,-91.76,-93.3,-89.71
0.0,0.0,1068.98,2894.0366666666664,3415.471111111111,3388.243333333334,7395.028888888888,2656.3355555555554,3832.386666666667,3032.2205555555556,21.3,23.95,26/08/2008,-23.89,-93.17,-109.93,-98.08,-100.47,-91.68,-93.44,-95.07,-94.91
0.0,0.2,1042.6716666666666,3354.918333333333,3637.217777777778,3386.666666666667,6587.344999999999,2418.534444444444,3664.201666666666,3312.1422222222222,22.2,24.8,27/08/2008,-54.39,-92.4,-107.22,-96.63,-99.13,-89.45,-93.15,-94.07,-97.02
0.0,0.0,633.1116666666667,2998.6261111111107,3330.521111111111,3400.705,7424.264999999999,2668.8133333333335,3846.772777777778,3046.987222222222,22.3,24.2,28/08/2008,-23.89,-93.17,-109.93,-98.08,-100.47,-91.68,-93.44,-95.07,-94.91
0.0,0.0,853.4061111111112,2930.3127777777777,3271.066666666667,3398.3794444444447,7403.102777777778,2658.141666666667,3835.241111111111,2996.4277777777775,22.25,24.85,29/08/2008,-23.89,-93.17,-109.93,-98.08,-100.47,-91.68,-93.44,-95.07,-94.91
0.0,0.0,1068.98,2863.309444444444,3023.8305555555557,3137.16,6854.820555555556,2367.353888888889,3455.0061111111113,2822.5444444444447,23.65,25.1,30/08/2008,-33.46,-92.61,-107.45,-96.79,-99.33,-91.08,-93.32,-94.57,-96.8
0.0,0.0,1083.3433333333335,3180.555,3395.6488888888885,3544.953888888889,7740.243888888888,2651.075,3879.0172222222227,3100.285555555556,24.05,26.15,31/08/2008,-33.96,-92.82,-107.71,-96.89,-99.49,-91.16,-93.51,-94.49,-97.58
0.0,0.0,1068.98,2850.4394444444442,3060.703333333333,3130.1494444444447,6835.488333333333,2414.910555555555,3482.9649999999997,2820.736111111111,23.55,25.1,01/09/2008,-33.46,-92.61,-107.45,-96.79,-99.33,-91.08,-93.32,-94.57,-96.8
0.0,0.0,853.406111111111,2856.3944444444446,3296.4466666666667,3405.968888888889,7432.108888888888,2682.0261111111113,3868.008888888889,3029.8555555555554,22.3,24.7,02/09/2008,-23.89,-93.17,-109.93,-98.08,-100.47,-91.68,-93.44,-95.07,-94.91
0.0,0.0,853.406111111111,2843.826666666667,3380.915,3393.5394444444446,7402.018888888889,2671.667777777778,3853.006666666667,3014.4077777777775,22.3,24.75,03/09/2008,-23.89,-93.17,-109.93,-98.08,-100.47,-91.68,-93.44,-95.07,-94.91
0.2,0.0,284.0538888888889,3458.08,4045.2911111111116,3644.6638888888897,8005.180555555556,2848.3605555555555,3815.097222222223,3625.2927777777777,22.3,23.9,04/09/2008,-33.86,-98.11,-117.56,-100.28,-102.8,-92.34,-96.9,-98.56,-101.36
0.0,0.0,1059.4533333333334,3225.646666666667,3330.1588888888887,3537.3738888888893,7721.692222222224,2595.0333333333333,3848.7549999999997,3116.6388888888887,25.25,26.25,05/09/2008,-23.84,-93.16,-109.85,-98.07,-100.47,-91.67,-93.41,-95.04,-94.87
0.0,0.0,1039.0988888888887,3081.4927777777775,3287.685,3531.89,7710.655555555557,2598.641666666667,3860.7250000000004,3167.6850000000004,26.95,27.4,06/09/2008,-33.28,-92.88,-107.77,-96.91,-99.54,-91.22,-93.55,-94.56,-97.22
0.0,0.0,876.6172222222223,3081.4927777777775,3287.685,3531.89,7710.655555555557,2598.641666666667,3860.7250000000004,3167.6850000000004,25.9,27.9,07/09/2008,-55.93,-92.67,-107.53,-96.83,-99.36,-91.01,-93.37,-94.32,-97.54
0.0,0.0,978.3816666666667,2751.3816666666667,2930.501111111111,3050.3911111111115,6657.6,2330.6477777777777,3386.4988888888893,2710.0455555555554,22.75,25.35,08/09/2008,-33.46,-92.61,-107.45,-96.79,-99.33,-91.08,-93.32,-94.57,-96.8
0.0,0.0,1068.98,2764.893333333333,2922.6905555555554,3038.8816666666667,6639.158333333334,2298.093888888889,3356.6761111111114,2720.3500000000004,23.15,25.8,09/09/2008,-33.46,-92.61,-107.45,-96.79,-99.33,-91.08,-93.32,-94.57,-96.8
0.0,0.0,1012.1672222222221,3081.4927777777775,3287.685,3531.89,7710.655555555557,2598.641666666667,3860.7250000000004,3167.6850000000004,26.3,26.4,10/09/2008,-55.32,-92.64,-107.51,-96.83,-99.34,-91.0,-93.34,-94.3,-97.08
0.0,0.0,1145.3888888888891,3081.4927777777775,3287.685,3531.89,7710.655555555557,2598.641666666667,3860.7250000000004,3167.6850000000004,26.7,27.35,11/09/2008,-33.28,-92.88,-107.77,-96.91,-99.54,-91.22,-93.55,-94.56,-97.22
16.4,10.8,1199.6816666666666,3525.113888888889,3599.772222222222,3599.9100000000003,7322.354444444445,2600.686111111111,3748.4472222222225,3392.7644444444445,23.75,26.6,12/09/2008,-54.4,-92.4,-107.22,-96.68,-99.12,-89.45,-93.14,-94.07,-97.17
4.8,7.6,1060.5972222222222,3158.8133333333335,3295.307777777778,3293.752222222222,6773.518333333333,2394.201666666667,3258.6183333333333,3084.7377777777783,17.0,19.55,13/09/2008,-24.58,-91.21,-107.7,-96.23,-97.15,-90.21,-91.84,-93.34,-93.87
0.0,1.6,1725.5855555555559,3354.9416666666666,3761.886666666667,3474.496111111111,6582.988888888888,2528.086111111111,3772.144444444444,3386.9738888888883,17.7,19.75,14/09/2008,-41.22,-93.21,-111.52,-97.78,-100.21,-91.53,-93.64,-95.37,-96.24
8.6,3.0,1199.9416666666666,3078.738888888889,2941.2016666666664,3177.5299999999997,6857.547222222222,2307.987222222222,3346.0372222222227,2922.743888888889,17.15,19.4,15/09/2008,-46.9,-91.03,-107.63,-95.75,-97.32,-90.02,-97.36,-93.18,-94.61
0.2,0.0,923.3705555555555,3280.9449999999997,3685.8311111111116,3542.8155555555554,7534.432777777778,2809.6688888888884,3995.128333333332,3277.4783333333335,15.3,18.5,16/09/2008,-24.84,-91.22,-107.76,-96.23,-97.44,-90.19,-91.84,-93.34,-93.85
0.0,0.0,610.1722222222222,3343.9144444444446,3197.456666666667,3652.0672222222224,8015.198333333332,2849.4950000000003,4019.147777777778,3239.7472222222223,15.2,18.1,17/09/2008,-34.27,-97.93,-117.72,-100.12,-102.62,-92.22,-96.77,-98.58,-105.09
0.0,0.0,979.3533333333334,3341.3166666666666,3170.442222222222,3651.141666666667,8013.908333333334,2846.0633333333335,4004.8299999999995,3243.733333333333,16.9,18.6,18/09/2008,-34.27,-97.93,-117.72,-100.12,-102.62,-92.22,-96.77,-98.58,-105.09
17.8,23.6,990.7838888888891,3599.5188888888893,3618.924444444444,3693.9649999999997,7473.434444444445,2807.833888888889,3897.1555555555556,3507.1472222222214,13.0,15.95,19/09/2008,-24.25,-93.17,-110.17,-98.06,-100.46,-91.67,-93.45,-95.07,-94.9
0.0,0.0,930.1411111111112,3228.1127777777783,3393.862777777778,3463.0016666666666,7559.093888888889,2635.3333333333335,3766.4616666666666,3166.6988888888886,15.3,17.2,20/09/2008,-24.84,-91.22,-107.76,-96.23,-97.44,-90.19,-91.84,-93.34,-93.85
0.0,0.0,875.1494444444445,3245.8233333333337,3372.3016666666667,3629.245,7930.509444444445,2721.1677777777777,3938.0733333333337,3275.7944444444443,13.9,16.05,21/09/2008,-23.65,-93.14,-109.55,-98.09,-100.53,-91.67,-93.42,-95.09,-89.9
0.0,0.0,1022.9533333333334,2854.67,2986.885,3112.8855555555556,6793.217777777778,2385.413888888889,3467.1727777777774,2754.4216666666666,14.3,17.25,22/09/2008,-44.93,-100.18,-115.08,-101.06,-103.58,-93.06,-95.9,-100.71,-92.8
0.0,0.4,1457.6794444444447,3292.230555555556,3664.858333333334,3403.046666666667,6690.186111111111,2504.351666666667,3692.755555555556,3329.443888888889,14.45,17.25,23/09/2008,-53.71,-92.24,-106.99,-96.53,-99.02,-89.3,-92.98,-93.88,-95.58
0.0,0.0,689.0216666666666,3341.3166666666666,3170.442222222222,3651.141666666667,8013.908333333334,2846.0633333333335,4004.8299999999995,3243.733333333333,15.8,19.1,24/09/2008,-34.27,-97.93,-117.72,-100.12,-102.62,-92.22,-96.77,-98.58,-105.09
0.0,0.0,633.1116666666667,3369.105,3297.7661111111106,3654.678333333333,8019.520555555555,2861.4333333333334,4060.8216666666663,3227.635555555556,14.85,17.6,25/09/2008,-38.39,-97.93,-117.72,-100.08,-102.57,-92.19,-96.73,-98.38,-105.39
0.0,0.0,648.5838888888889,3370.3111111111116,3286.2961111111113,3651.676666666667,7964.862222222222,2851.7216666666664,4053.053888888889,3228.4433333333336,14.75,17.25,26/09/2008,-25.05,-91.13,-107.51,-96.15,-97.66,-90.13,-91.76,-93.3,-89.71
0.0,0.0,712.1344444444444,3341.3166666666666,3170.442222222222,3651.141666666667,8013.908333333334,2846.0633333333335,4004.8299999999995,3243.733333333333,14.7,16.75,27/09/2008,-34.27,-97.93,-117.72,-100.12,-102.62,-92.22,-96.77,-98.58,-105.09
0.0,3.4,1217.46,3588.5366666666664,3533.9161111111116,3639.172777777778,7584.1594444444445,2460.2577777777774,3921.51,3464.8261111111115,12.75,15.4,28/09/2008,-44.57,-100.79,-115.99,-101.64,-104.12,-93.45,-95.82,-102.34,-94.15
0.2,0.2,1168.576111111111,3610.9833333333336,3922.9177777777772,3680.0805555555553,7961.773888888889,2874.8305555555557,3964.318333333333,3355.5594444444446,13.7,15.55,29/09/2008,-49.74,-99.61,-116.9,-100.83,-103.39,-92.82,-95.95,-98.74,-92.12
0.2,0.0,908.6522222222223,3205.132777777778,3665.312777777778,3676.2738888888885,7797.246111111111,2842.78,4105.424444444445,3511.6438888888893,13.7,16.15,30/09/2008,-23.71,-93.14,-109.63,-98.08,-100.5,-91.66,-93.38,-95.04,-89.91
0.8,0.0,1033.308888888889,2967.9077777777775,3178.581666666667,3316.885555555555,7246.250555555556,2603.7527777777777,3748.7327777777778,2907.32,16.45,18.25,01/10/2008,-43.86,-99.27,-114.21,-100.98,-103.46,-92.94,-97.32,-98.7,-92.45
0.0,0.0,633.1116666666667,3343.9144444444446,3197.456666666667,3652.0672222222224,8015.198333333332,2849.4950000000003,4019.147777777778,3239.7472222222223,15.85,17.25,02/10/2008,-34.27,-97.93,-117.72,-100.12,-102.62,-92.22,-96.77,-98.58,-105.09
9.0,23.8,1097.8108888888887,3487.036555555556,3362.847888888889,3544.7205555555556,7261.483666666666,2599.2258888888887,3617.469555555555,3300.5897777777777,16.6,19.2,03/10/2008,-44.44,-100.78,-115.59,-101.69,-104.01,-93.62,-94.76,-101.49,-93.95
0.4,0.2,786.6227777777779,3496.619444444444,4164.234444444444,3679.0638888888893,8032.567222222222,2942.2638888888887,3666.150555555556,3704.4044444444444,11.65,14.45,04/10/2008,-35.22,-96.67,-116.96,-98.47,-101.3,-91.1,-95.6,-96.37,-105.24
0.0,0.0,388.88611111111106,2909.182777777778,3367.613333333333,3402.9155555555553,7426.868888888888,2527.779444444445,3852.9905555555556,3050.341111111111,12.5,14.05,05/10/2008,-41.08,-99.23,-114.21,-100.81,-103.46,-92.85,-96.91,-98.75,-92.34
0.6,0.0,678.7188888888891,3273.1266666666666,3430.017777777778,3582.258333333333,7258.072222222222,2459.7238888888887,3891.998888888889,3252.243333333333,13.3,15.45,06/10/2008,-26.06,-93.57,-111.11,-98.22,-100.68,-91.83,-94.12,-95.73,-95.86
0.0,0.0,648.5838888888889,3341.3166666666666,3170.442222222222,3651.141666666667,8013.908333333334,2846.0633333333335,4004.8299999999995,3243.733333333333,15.95,18.6,07/10/2008,-34.27,-97.93,-117.72,-100.12,-102.62,-92.22,-96.77,-98.58,-105.09
