Rainfall_Terni,Date,Flow_Rate_Lupa
7.96,06/11/2010,-80.37303538015837
7.96,07/11/2010,-80.37303538015837
7.96,08/11/2010,-80.37303538015837
7.96,09/11/2010,-80.37303538015837
7.96,10/11/2010,-80.37303538015837
7.96,11/11/2010,-80.37303538015837
7.96,12/11/2010,-80.37303538015837
7.96,13/11/2010,-80.37303538015837
7.96,14/11/2010,-80.37303538015837
7.96,15/11/2010,-80.37303538015837
7.96,16/11/2010,-80.37303538015837
7.96,17/11/2010,-80.37303538015837
7.96,18/11/2010,-80.37303538015837
7.96,19/11/2010,-80.37303538015837
7.96,20/11/2010,-80.37303538015837
7.96,21/11/2010,-80.37303538015837
7.96,22/11/2010,-80.37303538015837
7.96,23/11/2010,-80.37303538015837
7.96,24/11/2010,-80.37303538015837
7.96,25/11/2010,-80.37303538015837
7.96,26/11/2010,-80.37303538015837
7.96,27/11/2010,-80.37303538015837
7.96,28/11/2010,-80.37303538015837
7.96,29/11/2010,-80.37303538015837
7.96,30/11/2010,-80.37303538015837
3.533,01/12/2010,-80.68963541083889
3.533,02/12/2010,-80.68963541083889
3.533,03/12/2010,-80.68963541083889
3.533,04/12/2010,-80.68963541083889
3.533,05/12/2010,-80.68963541083889
3.533,06/12/2010,-80.68963541083889
3.533,07/12/2010,-80.68963541083889
3.533,08/12/2010,-80.68963541083889
3.533,09/12/2010,-80.68963541083889
3.533,10/12/2010,-80.68963541083889
3.533,11/12/2010,-80.68963541083889
3.533,12/12/2010,-80.68963541083889
3.533,13/12/2010,-80.68963541083889
3.533,14/12/2010,-80.68963541083889
3.533,15/12/2010,-80.68963541083889
3.533,16/12/2010,-80.68963541083889
3.533,17/12/2010,-80.68963541083889
3.533,18/12/2010,-80.68963541083889
3.533,19/12/2010,-80.68963541083889
3.533,20/12/2010,-80.68963541083889
3.533,21/12/2010,-80.68963541083889
3.533,22/12/2010,-80.68963541083889
3.533,23/12/2010,-80.68963541083889
3.533,24/12/2010,-80.68963541083889
3.533,25/12/2010,-80.68963541083889
3.533,26/12/2010,-80.68963541083889
3.533,27/12/2010,-80.68963541083889
3.533,28/12/2010,-80.68963541083889
3.533,29/12/2010,-80.68963541083889
3.533,30/12/2010,-80.68963541083889
3.533,31/12/2010,-80.68963541083889
1.713,01/01/2011,-80.99775277689082
1.713,02/01/2011,-80.99775277689082
1.713,03/01/2011,-80.99775277689082
1.713,04/01/2011,-80.99775277689082
1.713,05/01/2011,-80.99775277689082
1.713,06/01/2011,-80.99775277689082
1.713,07/01/2011,-80.99775277689082
1.713,08/01/2011,-80.99775277689082
1.713,09/01/2011,-80.99775277689082
1.713,10/01/2011,-80.99775277689082
1.713,11/01/2011,-80.99775277689082
1.713,12/01/2011,-80.99775277689082
1.713,13/01/2011,-80.99775277689082
1.713,14/01/2011,-80.99775277689082
1.713,15/01/2011,-80.99775277689082
1.713,16/01/2011,-80.99775277689082
1.713,17/01/2011,-80.99775277689082
1.713,18/01/2011,-80.99775277689082
1.713,19/01/2011,-80.99775277689082
1.713,20/01/2011,-80.99775277689082
1.713,21/01/2011,-80.99775277689082
1.713,22/01/2011,-80.99775277689082
1.713,23/01/2011,-80.99775277689082
1.713,24/01/2011,-80.99775277689082
1.713,25/01/2011,-80.99775277689082
1.713,26/01/2011,-80.99775277689082
1.713,27/01/2011,-80.99775277689082
1.713,28/01/2011,-80.99775277689082
1.713,29/01/2011,-80.99775277689082
1.713,30/01/2011,-80.99775277689082
1.713,31/01/2011,-80.99775277689082
1.716,01/02/2011,-81.29781028101941
1.716,02/02/2011,-81.29781028101941
1.716,03/02/2011,-81.29781028101941
1.716,04/02/2011,-81.29781028101941
1.716,05/02/2011,-81.29781028101941
1.716,06/02/2011,-81.29781028101941
1.716,07/02/2011,-81.29781028101941
1.716,08/02/2011,-81.29781028101941
1.716,09/02/2011,-81.29781028101941
1.716,10/02/2011,-81.29781028101941
1.716,11/02/2011,-81.29781028101941
1.716,12/02/2011,-81.29781028101941
1.716,13/02/2011,-81.29781028101941
1.716,14/02/2011,-81.29781028101941
1.716,15/02/2011,-81.29781028101941
1.716,16/02/2011,-81.29781028101941
1.716,17/02/2011,-81.29781028101941
1.716,18/02/2011,-81.29781028101941
1.716,19/02/2011,-81.29781028101941
1.716,20/02/2011,-81.29781028101941
1.716,21/02/2011,-81.29781028101941
1.716,22/02/2011,-81.29781028101941
1.716,23/02/2011,-81.29781028101941
1.716,24/02/2011,-81.29781028101941
1.716,25/02/2011,-81.29781028101941
1.716,26/02/2011,-81.29781028101941
1.716,27/02/2011,-81.29781028101941
1.716,28/02/2011,-81.29781028101941
3.391,01/03/2011,-81.58331526066895
3.391,02/03/2011,-81.58331526066895
3.391,03/03/2011,-81.58331526066895
3.391,04/03/2011,-81.58331526066895
3.391,05/03/2011,-81.58331526066895
3.391,06/03/2011,-81.58331526066895
3.391,07/03/2011,-81.58331526066895
3.391,08/03/2011,-81.58331526066895
3.391,09/03/2011,-81.58331526066895
3.391,10/03/2011,-81.58331526066895
3.391,11/03/2011,-81.58331526066895
3.391,12/03/2011,-81.58331526066895
3.391,13/03/2011,-81.58331526066895
3.391,14/03/2011,-81.58331526066895
3.391,15/03/2011,-81.58331526066895
3.391,16/03/2011,-81.58331526066895
3.391,17/03/2011,-81.58331526066895
3.391,18/03/2011,-81.58331526066895
3.391,19/03/2011,-81.58331526066895
3.391,20/03/2011,-81.58331526066895
3.391,21/03/2011,-81.58331526066895
3.391,22/03/2011,-81.58331526066895
3.391,23/03/2011,-81.58331526066895
3.391,24/03/2011,-81.58331526066895
3.391,25/03/2011,-81.58331526066895
3.391,26/03/2011,-81.58331526066895
3.391,27/03/2011,-81.58331526066895
3.391,28/03/2011,-81.58331526066895
3.391,29/03/2011,-81.58331526066895
3.391,30/03/2011,-81.58331526066895
3.391,31/03/2011,-81.58331526066895
1.4769999999999999,01/04/2011,-81.88642799848348
1.4769999999999999,02/04/2011,-81.88642799848348
1.4769999999999999,03/04/2011,-81.88642799848348
1.4769999999999999,04/04/2011,-81.88642799848348
1.4769999999999999,05/04/2011,-81.88642799848348
1.4769999999999999,06/04/2011,-81.88642799848348
1.4769999999999999,07/04/2011,-81.88642799848348
1.4769999999999999,08/04/2011,-81.88642799848348
1.4769999999999999,09/04/2011,-81.88642799848348
1.4769999999999999,10/04/2011,-81.88642799848348
1.4769999999999999,11/04/2011,-81.88642799848348
1.4769999999999999,12/04/2011,-81.88642799848348
1.4769999999999999,13/04/2011,-81.88642799848348
1.4769999999999999,14/04/2011,-81.88642799848348
1.4769999999999999,15/04/2011,-81.88642799848348
1.4769999999999999,16/04/2011,-81.88642799848348
1.4769999999999999,17/04/2011,-81.88642799848348
1.4769999999999999,18/04/2011,-81.88642799848348
1.4769999999999999,19/04/2011,-81.88642799848348
1.4769999999999999,20/04/2011,-81.88642799848348
1.4769999999999999,21/04/2011,-81.88642799848348
1.4769999999999999,22/04/2011,-81.88642799848348
1.4769999999999999,23/04/2011,-81.88642799848348
1.4769999999999999,24/04/2011,-81.88642799848348
1.4769999999999999,25/04/2011,-81.88642799848348
1.4769999999999999,26/04/2011,-81.88642799848348
1.4769999999999999,27/04/2011,-81.88642799848348
1.4769999999999999,28/04/2011,-81.88642799848348
1.4769999999999999,29/04/2011,-81.88642799848348
1.4769999999999999,30/04/2011,-81.88642799848348
1.63,01/05/2011,-82.19649310595837
1.63,02/05/2011,-82.19649310595837
1.63,03/05/2011,-82.19649310595837
1.63,04/05/2011,-82.19649310595837
1.63,05/05/2011,-82.19649310595837
1.63,06/05/2011,-82.19649310595837
1.63,07/05/2011,-82.19649310595837
1.63,08/05/2011,-82.19649310595837
1.63,09/05/2011,-82.19649310595837
1.63,10/05/2011,-82.19649310595837
1.63,11/05/2011,-82.19649310595837
1.63,12/05/2011,-82.19649310595837
1.63,13/05/2011,-82.19649310595837
1.63,14/05/2011,-82.19649310595837
1.63,15/05/2011,-82.19649310595837
1.63,16/05/2011,-82.19649310595837
1.63,17/05/2011,-82.19649310595837
1.63,18/05/2011,-82.19649310595837
1.63,19/05/2011,-82.19649310595837
1.63,20/05/2011,-82.19649310595837
1.63,21/05/2011,-82.19649310595837
1.63,22/05/2011,-82.19649310595837
1.63,23/05/2011,-82.19649310595837
1.63,24/05/2011,-82.19649310595837
1.63,25/05/2011,-82.19649310595837
1.63,26/05/2011,-82.19649310595837
1.63,27/05/2011,-82.19649310595837
1.63,28/05/2011,-82.19649310595837
1.63,29/05/2011,-82.19649310595837
1.63,30/05/2011,-82.19649310595837
1.63,31/05/2011,-82.19649310595837
1.9669999999999999,01/06/2011,-82.49920911285525
1.9669999999999999,02/06/2011,-82.49920911285525
1.9669999999999999,03/06/2011,-82.49920911285525
1.9669999999999999,04/06/2011,-82.49920911285525
1.9669999999999999,05/06/2011,-82.49920911285525
1.9669999999999999,06/06/2011,-82.49920911285525
1.9669999999999999,07/06/2011,-82.49920911285525
1.9669999999999999,08/06/2011,-82.49920911285525
1.9669999999999999,09/06/2011,-82.49920911285525
1.9669999999999999,10/06/2011,-82.49920911285525
1.9669999999999999,11/06/2011,-82.49920911285525
1.9669999999999999,12/06/2011,-82.49920911285525
1.9669999999999999,13/06/2011,-82.49920911285525
1.9669999999999999,14/06/2011,-82.49920911285525
1.9669999999999999,15/06/2011,-82.49920911285525
1.9669999999999999,16/06/2011,-82.49920911285525
1.9669999999999999,17/06/2011,-82.49920911285525
1.9669999999999999,18/06/2011,-82.49920911285525
1.9669999999999999,19/06/2011,-82.49920911285525
1.9669999999999999,20/06/2011,-82.49920911285525
1.9669999999999999,21/06/2011,-82.49920911285525
1.9669999999999999,22/06/2011,-82.49920911285525
1.9669999999999999,23/06/2011,-82.49920911285525
1.9669999999999999,24/06/2011,-82.49920911285525
1.9669999999999999,25/06/2011,-82.49920911285525
1.9669999999999999,26/06/2011,-82.49920911285525
1.9669999999999999,27/06/2011,-82.49920911285525
1.9669999999999999,28/06/2011,-82.49920911285525
1.9669999999999999,29/06/2011,-82.49920911285525
1.9669999999999999,30/06/2011,-82.49920911285525
2.334,01/07/2011,-82.80799381007029
2.334,02/07/2011,-82.80799381007029
2.334,03/07/2011,-82.80799381007029
2.334,04/07/2011,-82.80799381007029
2.334,05/07/2011,-82.80799381007029
2.334,06/07/2011,-82.80799381007029
2.334,07/07/2011,-82.80799381007029
2.334,08/07/2011,-82.80799381007029
2.334,09/07/2011,-82.80799381007029
2.334,10/07/2011,-82.80799381007029
2.334,11/07/2011,-82.80799381007029
2.334,12/07/2011,-82.80799381007029
2.334,13/07/2011,-82.80799381007029
2.334,14/07/2011,-82.80799381007029
2.334,15/07/2011,-82.80799381007029
2.334,16/07/2011,-82.80799381007029
2.334,17/07/2011,-82.80799381007029
2.334,18/07/2011,-82.80799381007029
2.334,19/07/2011,-82.80799381007029
2.334,20/07/2011,-82.80799381007029
2.334,21/07/2011,-82.80799381007029
2.334,22/07/2011,-82.80799381007029
2.334,23/07/2011,-82.80799381007029
2.334,24/07/2011,-82.80799381007029
2.334,25/07/2011,-82.80799381007029
2.334,26/07/2011,-82.80799381007029
2.334,27/07/2011,-82.80799381007029
2.334,28/07/2011,-82.80799381007029
2.334,29/07/2011,-82.80799381007029
2.334,30/07/2011,-82.80799381007029
2.334,31/07/2011,-82.80799381007029
0.368,01/08/2011,-83.12576790911713
0.368,02/08/2011,-83.12576790911713
0.368,03/08/2011,-83.12576790911713
0.368,04/08/2011,-83.12576790911713
0.368,05/08/2011,-83.12576790911713
0.368,06/08/2011,-83.12576790911713
0.368,07/08/2011,-83.12576790911713
0.368,08/08/2011,-83.12576790911713
0.368,09/08/2011,-83.12576790911713
0.368,10/08/2011,-83.12576790911713
0.368,11/08/2011,-83.12576790911713
0.368,12/08/2011,-83.12576790911713
0.368,13/08/2011,-83.12576790911713
0.368,14/08/2011,-83.12576790911713
0.368,15/08/2011,-83.12576790911713
0.368,16/08/2011,-83.12576790911713
0.368,17/08/2011,-83.12576790911713
0.368,18/08/2011,-83.12576790911713
0.368,19/08/2011,-83.12576790911713
0.368,20/08/2011,-83.12576790911713
0.368,21/08/2011,-83.12576790911713
0.368,22/08/2011,-83.12576790911713
0.368,23/08/2011,-83.12576790911713
0.368,24/08/2011,-83.12576790911713
0.368,25/08/2011,-83.12576790911713
0.368,26/08/2011,-83.12576790911713
0.368,27/08/2011,-83.12576790911713
0.368,28/08/2011,-83.12576790911713
0.368,29/08/2011,-83.12576790911713
0.368,30/08/2011,-83.12576790911713
0.368,31/08/2011,-83.12576790911713
1.617,01/09/2011,-83.42739152936818
1.617,02/09/2011,-83.42739152936818
1.617,03/09/2011,-83.42739152936818
1.617,04/09/2011,-83.42739152936818
1.617,05/09/2011,-83.42739152936818
1.617,06/09/2011,-83.42739152936818
1.617,07/09/2011,-83.42739152936818
1.617,08/09/2011,-83.42739152936818
1.617,09/09/2011,-83.42739152936818
1.617,10/09/2011,-83.42739152936818
1.617,11/09/2011,-83.42739152936818
1.617,12/09/2011,-83.42739152936818
1.617,13/09/2011,-83.42739152936818
1.617,14/09/2011,-83.42739152936818
1.617,15/09/2011,-83.42739152936818
1.617,16/09/2011,-83.42739152936818
1.617,17/09/2011,-83.42739152936818
1.617,18/09/2011,-83.42739152936818
1.617,19/09/2011,-83.42739152936818
1.617,20/09/2011,-83.42739152936818
1.617,21/09/2011,-83.42739152936818
1.617,22/09/2011,-83.42739152936818
1.617,23/09/2011,-83.42739152936818
1.617,24/09/2011,-83.42739152936818
1.617,25/09/2011,-83.42739152936818
1.617,26/09/2011,-83.42739152936818
1.617,27/09/2011,-83.42739152936818
1.617,28/09/2011,-83.42739152936818
1.617,29/09/2011,-83.42739152936818
1.617,30/09/2011,-83.42739152936818
2.275,01/10/2011,-83.73058731556857
2.275,02/10/2011,-83.73058731556857
2.275,03/10/2011,-83.73058731556857
2.275,04/10/2011,-83.73058731556857
2.275,05/10/2011,-83.73058731556857
2.275,06/10/2011,-83.73058731556857
2.275,07/10/2011,-83.73058731556857
2.275,08/10/2011,-83.73058731556857
2.275,09/10/2011,-83.73058731556857
2.275,10/10/2011,-83.73058731556857
2.275,11/10/2011,-83.73058731556857
2.275,12/10/2011,-83.73058731556857
2.275,13/10/2011,-83.73058731556857
2.275,14/10/2011,-83.73058731556857
2.275,15/10/2011,-83.73058731556857
2.275,16/10/2011,-83.73058731556857
2.275,17/10/2011,-83.73058731556857
2.275,18/10/2011,-83.73058731556857
2.275,19/10/2011,-83.73058731556857
2.275,20/10/2011,-83.73058731556857
2.275,21/10/2011,-83.73058731556857
2.275,22/10/2011,-83.73058731556857
2.275,23/10/2011,-83.73058731556857
2.275,24/10/2011,-83.73058731556857
2.275,25/10/2011,-83.73058731556857
2.275,26/10/2011,-83.73058731556857
2.275,27/10/2011,-83.73058731556857
2.275,28/10/2011,-83.73058731556857
2.275,29/10/2011,-83.73058731556857
2.275,30/10/2011,-83.73058731556857
2.275,31/10/2011,-83.73058731556857
1.4509999999999998,01/11/2011,-84.03647246083864
1.4509999999999998,02/11/2011,-84.03647246083864
1.4509999999999998,03/11/2011,-84.03647246083864
1.4509999999999998,04/11/2011,-84.03647246083864
1.4509999999999998,05/11/2011,-84.03647246083864
1.4509999999999998,06/11/2011,-84.03647246083864
1.4509999999999998,07/11/2011,-84.03647246083864
1.4509999999999998,08/11/2011,-84.03647246083864
1.4509999999999998,09/11/2011,-84.03647246083864
1.4509999999999998,10/11/2011,-84.03647246083864
1.4509999999999998,11/11/2011,-84.03647246083864
1.4509999999999998,12/11/2011,-84.03647246083864
1.4509999999999998,13/11/2011,-84.03647246083864
1.4509999999999998,14/11/2011,-84.03647246083864
1.4509999999999998,15/11/2011,-84.03647246083864
1.4509999999999998,16/11/2011,-84.03647246083864
1.4509999999999998,17/11/2011,-84.03647246083864
1.4509999999999998,18/11/2011,-84.03647246083864
1.4509999999999998,19/11/2011,-84.03647246083864
1.4509999999999998,20/11/2011,-84.03647246083864
1.4509999999999998,21/11/2011,-84.03647246083864
1.4509999999999998,22/11/2011,-84.03647246083864
1.4509999999999998,23/11/2011,-84.03647246083864
1.4509999999999998,24/11/2011,-84.03647246083864
1.4509999999999998,25/11/2011,-84.03647246083864
1.4509999999999998,26/11/2011,-84.03647246083864
1.4509999999999998,27/11/2011,-84.03647246083864
1.4509999999999998,28/11/2011,-84.03647246083864
1.4509999999999998,29/11/2011,-84.03647246083864
1.4509999999999998,30/11/2011,-84.03647246083864
1.9809999999999999,01/12/2011,-84.33764467025418
1.9809999999999999,02/12/2011,-84.33764467025418
1.9809999999999999,03/12/2011,-84.33764467025418
1.9809999999999999,04/12/2011,-84.33764467025418
1.9809999999999999,05/12/2011,-84.33764467025418
1.9809999999999999,06/12/2011,-84.33764467025418
1.9809999999999999,07/12/2011,-84.33764467025418
1.9809999999999999,08/12/2011,-84.33764467025418
1.9809999999999999,09/12/2011,-84.33764467025418
1.9809999999999999,10/12/2011,-84.33764467025418
1.9809999999999999,11/12/2011,-84.33764467025418
1.9809999999999999,12/12/2011,-84.33764467025418
1.9809999999999999,13/12/2011,-84.33764467025418
1.9809999999999999,14/12/2011,-84.33764467025418
1.9809999999999999,15/12/2011,-84.33764467025418
1.9809999999999999,16/12/2011,-84.33764467025418
1.9809999999999999,17/12/2011,-84.33764467025418
1.9809999999999999,18/12/2011,-84.33764467025418
1.9809999999999999,19/12/2011,-84.33764467025418
1.9809999999999999,20/12/2011,-84.33764467025418
1.9809999999999999,21/12/2011,-84.33764467025418
1.9809999999999999,22/12/2011,-84.33764467025418
1.9809999999999999,23/12/2011,-84.33764467025418
1.9809999999999999,24/12/2011,-84.33764467025418
1.9809999999999999,25/12/2011,-84.33764467025418
1.9809999999999999,26/12/2011,-84.33764467025418
1.9809999999999999,27/12/2011,-84.33764467025418
1.9809999999999999,28/12/2011,-84.33764467025418
1.9809999999999999,29/12/2011,-84.33764467025418
1.9809999999999999,30/12/2011,-84.33764467025418
1.9809999999999999,31/12/2011,-84.33764467025418
0.767,01/01/2012,-84.65915542374444
0.767,02/01/2012,-84.65915542374444
0.767,03/01/2012,-84.65915542374444
0.767,04/01/2012,-84.65915542374444
0.767,05/01/2012,-84.65915542374444
0.767,06/01/2012,-84.65915542374444
0.767,07/01/2012,-84.65915542374444
0.767,08/01/2012,-84.65915542374444
0.767,09/01/2012,-84.65915542374444
0.767,10/01/2012,-84.65915542374444
0.767,11/01/2012,-84.65915542374444
0.767,12/01/2012,-84.65915542374444
0.767,13/01/2012,-84.65915542374444
0.767,14/01/2012,-84.65915542374444
0.767,15/01/2012,-84.65915542374444
0.767,16/01/2012,-84.65915542374444
0.767,17/01/2012,-84.65915542374444
0.767,18/01/2012,-84.65915542374444
0.767,19/01/2012,-84.65915542374444
0.767,20/01/2012,-84.65915542374444
0.767,21/01/2012,-84.65915542374444
0.767,22/01/2012,-84.65915542374444
0.767,23/01/2012,-84.65915542374444
0.767,24/01/2012,-84.65915542374444
0.767,25/01/2012,-84.65915542374444
0.767,26/01/2012,-84.65915542374444
0.767,27/01/2012,-84.65915542374444
0.767,28/01/2012,-84.65915542374444
0.767,29/01/2012,-84.65915542374444
0.767,30/01/2012,-84.65915542374444
0.767,31/01/2012,-84.65915542374444
2.3819999999999997,01/02/2012,-84.95462498091604
2.3819999999999997,02/02/2012,-84.95462498091604
2.3819999999999997,03/02/2012,-84.95462498091604
2.3819999999999997,04/02/2012,-84.95462498091604
2.3819999999999997,05/02/2012,-84.95462498091604
2.3819999999999997,06/02/2012,-84.95462498091604
2.3819999999999997,07/02/2012,-84.95462498091604
2.3819999999999997,08/02/2012,-84.95462498091604
2.3819999999999997,09/02/2012,-84.95462498091604
2.3819999999999997,10/02/2012,-84.95462498091604
2.3819999999999997,11/02/2012,-84.95462498091604
2.3819999999999997,12/02/2012,-84.95462498091604
2.3819999999999997,13/02/2012,-84.95462498091604
2.3819999999999997,14/02/2012,-84.95462498091604
2.3819999999999997,15/02/2012,-84.95462498091604
2.3819999999999997,16/02/2012,-84.95462498091604
2.3819999999999997,17/02/2012,-84.95462498091604
2.3819999999999997,18/02/2012,-84.95462498091604
2.3819999999999997,19/02/2012,-84.95462498091604
2.3819999999999997,20/02/2012,-84.95462498091604
2.3819999999999997,21/02/2012,-84.95462498091604
2.3819999999999997,22/02/2012,-84.95462498091604
2.3819999999999997,23/02/2012,-84.95462498091604
2.3819999999999997,24/02/2012,-84.95462498091604
2.3819999999999997,25/02/2012,-84.95462498091604
2.3819999999999997,26/02/2012,-84.95462498091604
2.3819999999999997,27/02/2012,-84.95462498091604
2.3819999999999997,28/02/2012,-84.95462498091604
2.3819999999999997,29/02/2012,-84.95462498091604
0.537,01/03/2012,-85.25064263259803
0.537,02/03/2012,-85.25064263259803
0.537,03/03/2012,-85.25064263259803
0.537,04/03/2012,-85.25064263259803
0.537,05/03/2012,-85.25064263259803
0.537,06/03/2012,-85.25064263259803
0.537,07/03/2012,-85.25064263259803
0.537,08/03/2012,-85.25064263259803
0.537,09/03/2012,-85.25064263259803
0.537,10/03/2012,-85.25064263259803
0.537,11/03/2012,-85.25064263259803
0.537,12/03/2012,-85.25064263259803
0.537,13/03/2012,-85.25064263259803
0.537,14/03/2012,-85.25064263259803
0.537,15/03/2012,-85.25064263259803
0.537,16/03/2012,-85.25064263259803
0.537,17/03/2012,-85.25064263259803
0.537,18/03/2012,-85.25064263259803
0.537,19/03/2012,-85.25064263259803
0.537,20/03/2012,-85.25064263259803
0.537,21/03/2012,-85.25064263259803
0.537,22/03/2012,-85.25064263259803
0.537,23/03/2012,-85.25064263259803
0.537,24/03/2012,-85.25064263259803
0.537,25/03/2012,-85.25064263259803
0.537,26/03/2012,-85.25064263259803
0.537,27/03/2012,-85.25064263259803
0.537,28/03/2012,-85.25064263259803
0.537,29/03/2012,-85.25064263259803
0.537,30/03/2012,-85.25064263259803
0.537,31/03/2012,-85.25064263259803
3.068,01/04/2012,-85.55832002995139
3.068,02/04/2012,-85.55832002995139
3.068,03/04/2012,-85.55832002995139
3.068,04/04/2012,-85.55832002995139
3.068,05/04/2012,-85.55832002995139
3.068,06/04/2012,-85.55832002995139
3.068,07/04/2012,-85.55832002995139
3.068,08/04/2012,-85.55832002995139
3.068,09/04/2012,-85.55832002995139
3.068,10/04/2012,-85.55832002995139
3.068,11/04/2012,-85.55832002995139
3.068,12/04/2012,-85.55832002995139
3.068,13/04/2012,-85.55832002995139
3.068,14/04/2012,-85.55832002995139
3.068,15/04/2012,-85.55832002995139
3.068,16/04/2012,-85.55832002995139
3.068,17/04/2012,-85.55832002995139
3.068,18/04/2012,-85.55832002995139
3.068,19/04/2012,-85.55832002995139
3.068,20/04/2012,-85.55832002995139
3.068,21/04/2012,-85.55832002995139
3.068,22/04/2012,-85.55832002995139
3.068,23/04/2012,-85.55832002995139
3.068,24/04/2012,-85.55832002995139
3.068,25/04/2012,-85.55832002995139
3.068,26/04/2012,-85.55832002995139
3.068,27/04/2012,-85.55832002995139
3.068,28/04/2012,-85.55832002995139
3.068,29/04/2012,-85.55832002995139
3.068,30/04/2012,-85.55832002995139
2.904,01/05/2012,-85.86131287091206
2.904,02/05/2012,-85.86131287091206
2.904,03/05/2012,-85.86131287091206
2.904,04/05/2012,-85.86131287091206
2.904,05/05/2012,-85.86131287091206
2.904,06/05/2012,-85.86131287091206
2.904,07/05/2012,-85.86131287091206
2.904,08/05/2012,-85.86131287091206
2.904,09/05/2012,-85.86131287091206
2.904,10/05/2012,-85.86131287091206
2.904,11/05/2012,-85.86131287091206
2.904,12/05/2012,-85.86131287091206
2.904,13/05/2012,-85.86131287091206
2.904,14/05/2012,-85.86131287091206
2.904,15/05/2012,-85.86131287091206
2.904,16/05/2012,-85.86131287091206
2.904,17/05/2012,-85.86131287091206
2.904,18/05/2012,-85.86131287091206
2.904,19/05/2012,-85.86131287091206
2.904,20/05/2012,-85.86131287091206
2.904,21/05/2012,-85.86131287091206
2.904,22/05/2012,-85.86131287091206
2.904,23/05/2012,-85.86131287091206
2.904,24/05/2012,-85.86131287091206
2.904,25/05/2012,-85.86131287091206
2.904,26/05/2012,-85.86131287091206
2.904,27/05/2012,-85.86131287091206
2.904,28/05/2012,-85.86131287091206
2.904,29/05/2012,-85.86131287091206
2.904,30/05/2012,-85.86131287091206
2.904,31/05/2012,-85.86131287091206
0.7070000000000001,01/06/2012,-86.17408934520626
0.7070000000000001,02/06/2012,-86.17408934520626
0.7070000000000001,03/06/2012,-86.17408934520626
0.7070000000000001,04/06/2012,-86.17408934520626
0.7070000000000001,05/06/2012,-86.17408934520626
0.7070000000000001,06/06/2012,-86.17408934520626
0.7070000000000001,07/06/2012,-86.17408934520626
0.7070000000000001,08/06/2012,-86.17408934520626
0.7070000000000001,09/06/2012,-86.17408934520626
0.7070000000000001,10/06/2012,-86.17408934520626
0.7070000000000001,11/06/2012,-86.17408934520626
0.7070000000000001,12/06/2012,-86.17408934520626
0.7070000000000001,13/06/2012,-86.17408934520626
0.7070000000000001,14/06/2012,-86.17408934520626
0.7070000000000001,15/06/2012,-86.17408934520626
0.7070000000000001,16/06/2012,-86.17408934520626
0.7070000000000001,17/06/2012,-86.17408934520626
0.7070000000000001,18/06/2012,-86.17408934520626
0.7070000000000001,19/06/2012,-86.17408934520626
0.7070000000000001,20/06/2012,-86.17408934520626
0.7070000000000001,21/06/2012,-86.17408934520626
0.7070000000000001,22/06/2012,-86.17408934520626
0.7070000000000001,23/06/2012,-86.17408934520626
0.7070000000000001,24/06/2012,-86.17408934520626
0.7070000000000001,25/06/2012,-86.17408934520626
0.7070000000000001,26/06/2012,-86.17408934520626
0.7070000000000001,27/06/2012,-86.17408934520626
0.7070000000000001,28/06/2012,-86.17408934520626
0.7070000000000001,29/06/2012,-86.17408934520626
0.7070000000000001,30/06/2012,-86.17408934520626
0.631,01/07/2012,-86.47457855265806
0.631,02/07/2012,-86.47457855265806
0.631,03/07/2012,-86.47457855265806
0.631,04/07/2012,-86.47457855265806
0.631,05/07/2012,-86.47457855265806
0.631,06/07/2012,-86.47457855265806
0.631,07/07/2012,-86.47457855265806
0.631,08/07/2012,-86.47457855265806
0.631,09/07/2012,-86.47457855265806
0.631,10/07/2012,-86.47457855265806
0.631,11/07/2012,-86.47457855265806
0.631,12/07/2012,-86.47457855265806
0.631,13/07/2012,-86.47457855265806
0.631,14/07/2012,-86.47457855265806
0.631,15/07/2012,-86.47457855265806
0.631,16/07/2012,-86.47457855265806
0.631,17/07/2012,-86.47457855265806
0.631,18/07/2012,-86.47457855265806
0.631,19/07/2012,-86.47457855265806
0.631,20/07/2012,-86.47457855265806
0.631,21/07/2012,-86.47457855265806
0.631,22/07/2012,-86.47457855265806
0.631,23/07/2012,-86.47457855265806
0.631,24/07/2012,-86.47457855265806
0.631,25/07/2012,-86.47457855265806
0.631,26/07/2012,-86.47457855265806
0.631,27/07/2012,-86.47457855265806
0.631,28/07/2012,-86.47457855265806
0.631,29/07/2012,-86.47457855265806
0.631,30/07/2012,-86.47457855265806
0.631,31/07/2012,-86.47457855265806
1.055,01/08/2012,-86.77919132243026
1.055,02/08/2012,-86.77919132243026
1.055,03/08/2012,-86.77919132243026
1.055,04/08/2012,-86.77919132243026
1.055,05/08/2012,-86.77919132243026
1.055,06/08/2012,-86.77919132243026
1.055,07/08/2012,-86.77919132243026
1.055,08/08/2012,-86.77919132243026
1.055,09/08/2012,-86.77919132243026
1.055,10/08/2012,-86.77919132243026
1.055,11/08/2012,-86.77919132243026
1.055,12/08/2012,-86.77919132243026
1.055,13/08/2012,-86.77919132243026
1.055,14/08/2012,-86.77919132243026
1.055,15/08/2012,-86.77919132243026
1.055,16/08/2012,-86.77919132243026
1.055,17/08/2012,-86.77919132243026
1.055,18/08/2012,-86.77919132243026
1.055,19/08/2012,-86.77919132243026
